,pattern,alpha,train_rmse,test_rmse
20163,PATT0006722,0.001,0.6022450050430777,0.6010966100690048
20164,PATT0006722,0.01,0.6090429938997453,0.6043050227610798
20165,PATT0006722,0.1,0.6905347175469223,0.685567001786201
20166,PATT0006723,0.001,0.5918694040283237,0.5907798596254406
20167,PATT0006723,0.01,0.5987014756481646,0.5938543868944302
20168,PATT0006723,0.1,0.6705791673442972,0.6657236598353833
20169,PATT0006724,0.001,0.6250217333788096,0.6245046983453207
20170,PATT0006724,0.01,0.6320021212558313,0.6280561146098426
20171,PATT0006724,0.1,0.7242507250913961,0.7187230923019143
20172,PATT0006725,0.001,0.6250776011764284,0.6260810294910376
20173,PATT0006725,0.01,0.632163186026058,0.6292967415717752
20174,PATT0006725,0.1,0.7215392248390413,0.7163848900745059
20175,PATT0006726,0.001,0.6192055467110809,0.6203390474936615
20176,PATT0006726,0.01,0.6264316523444193,0.6235341092164994
20177,PATT0006726,0.1,0.7211240921005508,0.71595172378642
20178,PATT0006727,0.001,0.6294950399169499,0.6304317960456649
20179,PATT0006727,0.01,0.6367839589711151,0.6343957230354734
20180,PATT0006727,0.1,0.741765011392962,0.7355607760818673
20181,PATT0006728,0.001,0.6184133648335657,0.6195921249474693
20182,PATT0006728,0.01,0.6256707853813536,0.6228491243017815
20183,PATT0006728,0.1,0.7211240921005508,0.71595172378642
20184,PATT0006729,0.001,0.6192197336956637,0.6201882738389204
20185,PATT0006729,0.01,0.6263096013608217,0.6232262445599313
20186,PATT0006729,0.1,0.7211240921005508,0.71595172378642
20187,PATT0006730,0.001,0.6103217538251409,0.608667080469425
20188,PATT0006730,0.01,0.6170268873283783,0.6125333955052271
20189,PATT0006730,0.1,0.675764256582289,0.6704059560799667
20190,PATT0006731,0.001,0.6242187950815372,0.6219655442355292
20191,PATT0006731,0.01,0.6311826134337907,0.6265644173530137
20192,PATT0006731,0.1,0.6995608786336601,0.6942778388480543
20193,PATT0006732,0.001,0.6152404280450304,0.6134997686437029
20194,PATT0006732,0.01,0.6223755080855328,0.6177747570053301
20195,PATT0006732,0.1,0.6937002190749938,0.6880750337973348
20196,PATT0006733,0.001,0.6216570183533773,0.6201733683556627
20197,PATT0006733,0.01,0.6288672650736092,0.6247850267376209
20198,PATT0006733,0.1,0.6985275741698275,0.6933436150788246
20199,PATT0006734,0.001,0.6093398037439052,0.6075616450559814
20200,PATT0006734,0.01,0.6161108873156557,0.6114421547181627
20201,PATT0006734,0.1,0.675764256582289,0.6704059560799666
20202,PATT0006735,0.001,0.6059743450308417,0.6046644466853386
20203,PATT0006735,0.01,0.6131275747103959,0.6087469156948735
20204,PATT0006735,0.1,0.675764256582289,0.6704059560799666
20205,PATT0006736,0.001,0.6054415792137312,0.604493025846434
20206,PATT0006736,0.01,0.612396170589082,0.6083224321384673
20207,PATT0006736,0.1,0.6738323346064824,0.6685708496162122
20208,PATT0006737,0.001,0.6142198372433721,0.612330717624634
20209,PATT0006737,0.01,0.6214167544767771,0.6166498560214213
20210,PATT0006737,0.1,0.6937002179348742,0.6880750325015768
20211,PATT0006738,0.001,0.6193905702866419,0.6174141892296017
20212,PATT0006738,0.01,0.6266295267559134,0.6219996445364937
20213,PATT0006738,0.1,0.6981648684138615,0.6929342262657446
20214,PATT0006739,0.001,0.610776164587237,0.6095304305217197
20215,PATT0006739,0.01,0.6181829063150978,0.6138569715838831
20216,PATT0006739,0.1,0.6917484561400269,0.6861680227343646
20217,PATT0006740,0.001,0.6098492513863417,0.6076492609254206
20218,PATT0006740,0.01,0.6163943715415612,0.611368626925993
20219,PATT0006740,0.1,0.675764256582289,0.6704059560799666
20220,PATT0006741,0.001,0.6063610546900577,0.6045658402961991
20221,PATT0006741,0.01,0.613321636234563,0.6085541014380245
20222,PATT0006741,0.1,0.675764256582289,0.6704059560799666
20223,PATT0006742,0.001,0.6060496995766386,0.604900381550967
20224,PATT0006742,0.01,0.6127754908776648,0.6085248962581651
20225,PATT0006742,0.1,0.6738323346064824,0.6685708496162122
20226,PATT0006743,0.001,0.6148014923168316,0.6125877164749242
20227,PATT0006743,0.01,0.6217734082686008,0.6167243323223309
20228,PATT0006743,0.1,0.6937002179348742,0.6880750325015768
20229,PATT0006744,0.001,0.6202104993489149,0.618232955167725
20230,PATT0006744,0.01,0.6271990879176196,0.6225294417945038
20231,PATT0006744,0.1,0.6981648684138615,0.6929342262657446
20232,PATT0006745,0.001,0.6114370866660682,0.610088686524086
20233,PATT0006745,0.01,0.6186333654625514,0.6142397311298351
20234,PATT0006745,0.1,0.6917484561400269,0.6861680227343646
20235,PATT0006746,0.001,0.6056255748111404,0.6038923447927544
20236,PATT0006746,0.01,0.6127003114436134,0.6079752001758707
20237,PATT0006746,0.1,0.675764256582289,0.6704059560799667
20238,PATT0006747,0.001,0.6047871322274603,0.6033998958344774
20239,PATT0006747,0.01,0.6116089005218519,0.6070030223880666
20240,PATT0006747,0.1,0.6738323346064824,0.6685708496162122
20241,PATT0006748,0.001,0.6017812318681899,0.6008254222231568
20242,PATT0006748,0.01,0.6089826030604505,0.6046727628688846
20243,PATT0006748,0.1,0.6738323346064824,0.6685708496162122
20244,PATT0006749,0.001,0.6101803736194009,0.608480920947668
20245,PATT0006749,0.01,0.6174438255708656,0.6126956362741951
20246,PATT0006749,0.1,0.6917484548133128,0.6861680212309115
20247,PATT0006750,0.001,0.6440634302176065,0.6450127609185163
20248,PATT0006750,0.01,0.6508564704443834,0.6491339064106856
20249,PATT0006750,0.1,0.7418554090966403,0.7368149494153092
20250,PATT0006751,0.001,0.6406970826584952,0.6418340582106116
20251,PATT0006751,0.01,0.6478376943302134,0.6462021399961947
20252,PATT0006751,0.1,0.7418554090966403,0.7368149494153092
20253,PATT0006752,0.001,0.6373811440624093,0.6395452803478298
20254,PATT0006752,0.01,0.6443327370024063,0.6432425837291678
20255,PATT0006752,0.1,0.7347706938530454,0.7301303090500596
20256,PATT0006753,0.001,0.6503142333701933,0.651106812215766
20257,PATT0006753,0.01,0.6577559004074089,0.6562531514891381
20258,PATT0006753,0.1,0.7626120861067729,0.7565806832604466
20259,PATT0006754,0.001,0.6521553922085142,0.6535237057031231
20260,PATT0006754,0.01,0.6595555235697337,0.6584179378441006
20261,PATT0006754,0.1,0.760726164414155,0.7551806008668653
20262,PATT0006755,0.001,0.6439326486688799,0.6460388692463175
20263,PATT0006755,0.01,0.6514108542733826,0.6506870338178373
20264,PATT0006755,0.1,0.7557383625025592,0.7499827346700425
20265,PATT0006756,0.001,0.6404414475263503,0.642376879501887
20266,PATT0006756,0.01,0.6476228262722195,0.6468057197483171
20267,PATT0006756,0.1,0.7418554090966403,0.7368149494153092
20268,PATT0006757,0.001,0.6362713244099569,0.6388477267116134
20269,PATT0006757,0.01,0.6433075981710076,0.6426512695994334
20270,PATT0006757,0.1,0.7347706938530454,0.7301303090500596
20271,PATT0006758,0.001,0.6334159585009129,0.6365093379030109
20272,PATT0006758,0.01,0.6407906414365541,0.6405011123611242
20273,PATT0006758,0.1,0.7347706938530454,0.7301303090500596
20274,PATT0006759,0.001,0.6427657147283563,0.6451672831004204
20275,PATT0006759,0.01,0.6503125415546154,0.6499440928831451
20276,PATT0006759,0.1,0.7557383625025592,0.7499827346700425
20277,PATT0006760,0.001,0.6408887734596206,0.6414718304541808
20278,PATT0006760,0.01,0.6479294739036083,0.645761041265295
20279,PATT0006760,0.1,0.7418554090966403,0.7368149494153092
20280,PATT0006761,0.001,0.6371514566069245,0.6389463532380121
20281,PATT0006761,0.01,0.64397440673043,0.6425514337046903
20282,PATT0006761,0.1,0.7347706938530454,0.7301303090500596
20283,PATT0006762,0.001,0.6342601002679265,0.6363637073304029
20284,PATT0006762,0.01,0.6414473419394752,0.6401693534939888
20285,PATT0006762,0.1,0.7347706938530454,0.7301303090500596
20286,PATT0006763,0.001,0.643801419176523,0.6454251458684029
20287,PATT0006763,0.01,0.6511749083354056,0.6499837017861286
20288,PATT0006763,0.1,0.7557383625025592,0.7499827346700425
20289,PATT0006764,0.001,0.6333203151415105,0.6359806144604623
20290,PATT0006764,0.01,0.6406255832053463,0.639891053329602
20291,PATT0006764,0.1,0.7347706938530454,0.7301303090500596
20292,PATT0006765,0.001,0.6142452856676445,0.6128569231187008
20293,PATT0006765,0.01,0.6210307998312936,0.6168703775333322
20294,PATT0006765,0.1,0.6819180173538752,0.6770724750218936
20295,PATT0006766,0.001,0.6088025152236266,0.60765794897789
20296,PATT0006766,0.01,0.6159549627261635,0.6117921082613682
20297,PATT0006766,0.1,0.6810769902052576,0.676245900426693
20298,PATT0006767,0.001,0.6098204674770658,0.6096358756230532
20299,PATT0006767,0.01,0.6167933114524216,0.6134692121963771
20300,PATT0006767,0.1,0.6795866856038685,0.6748424012508223
20301,PATT0006768,0.001,0.6186813642988626,0.6174206838461214
20302,PATT0006768,0.01,0.6258638582771016,0.6217843945773374
20303,PATT0006768,0.1,0.7014800587780458,0.6965536427286801
20304,PATT0006769,0.001,0.6272144026588142,0.6265531095159995
20305,PATT0006769,0.01,0.634526333946858,0.6312705299065882
20306,PATT0006769,0.1,0.7090349127639608,0.7045471129725198
20307,PATT0006770,0.001,0.6148884465314308,0.6145505480547577
20308,PATT0006770,0.01,0.6222934068935438,0.6188618063109709
20309,PATT0006770,0.1,0.6988904156219713,0.6940125546037723
20310,PATT0006771,0.001,0.6081585576237531,0.6071255536074448
20311,PATT0006771,0.01,0.6154127871151405,0.6113323669942817
20312,PATT0006771,0.1,0.6810769902052576,0.676245900426693
20313,PATT0006772,0.001,0.6085937321605253,0.6081365319422387
20314,PATT0006772,0.01,0.6156200272959111,0.6119811967852438
20315,PATT0006772,0.1,0.6795866856038685,0.6748424012508223
20316,PATT0006773,0.001,0.6038588464543593,0.6036492712435811
20317,PATT0006773,0.01,0.6112528180233573,0.6076081311941247
20318,PATT0006773,0.1,0.6787919159556076,0.6740592346024712
20319,PATT0006774,0.001,0.6136094734203086,0.6129544026151745
20320,PATT0006774,0.01,0.6210901622275705,0.6173459673861825
20321,PATT0006774,0.1,0.698832332813003,0.6939466480126822
20322,PATT0006775,0.001,0.6085597236791885,0.6071289917383925
20323,PATT0006775,0.01,0.6156267521897953,0.6111862783246936
20324,PATT0006775,0.1,0.6810769902052576,0.676245900426693
20325,PATT0006776,0.001,0.6092489528018907,0.6087256500449765
20326,PATT0006776,0.01,0.6160385210600462,0.6122956643691025
20327,PATT0006776,0.1,0.6795866856038685,0.6748424012508223
20328,PATT0006777,0.001,0.6044172852087831,0.6040382731056878
20329,PATT0006777,0.01,0.611587905099815,0.6078277963302131
20330,PATT0006777,0.1,0.6787919159556076,0.6740592346024712
20331,PATT0006778,0.001,0.6142973065853672,0.613650191686097
20332,PATT0006778,0.01,0.6215489301302956,0.617794982001596
20333,PATT0006778,0.1,0.698832332813003,0.6939466480126822
20334,PATT0006779,0.001,0.6034408616095512,0.6029790435341338
20335,PATT0006779,0.01,0.6107497345418412,0.6068554521211861
20336,PATT0006779,0.1,0.6787919159556076,0.6740592346024712
20337,PATT0006780,0.001,0.6432445972191067,0.6448111205528692
20338,PATT0006780,0.01,0.650450561341596,0.6492435720766436
20339,PATT0006780,0.1,0.7479947109386126,0.7432126744968828
20340,PATT0006781,0.001,0.6407591567889954,0.6439202452833359
20341,PATT0006781,0.01,0.6478009455574533,0.6475452817504908
20342,PATT0006781,0.1,0.7405504833543538,0.736244139679963
20343,PATT0006782,0.001,0.6360210782581222,0.6392092414845778
20344,PATT0006782,0.01,0.6433914886374565,0.6431159084905835
20345,PATT0006782,0.1,0.7402599439509641,0.735940998713589
20346,PATT0006783,0.001,0.6466356619091279,0.6496357899560601
20347,PATT0006783,0.01,0.6541537549438815,0.6543390845609043
20348,PATT0006783,0.1,0.7629010505735756,0.7576450138653417
20349,PATT0006784,0.001,0.6352227250678009,0.638974971677009
20350,PATT0006784,0.01,0.642724057239465,0.643027090667879
20351,PATT0006784,0.1,0.7402599439509641,0.735940998713589
20352,PATT0006785,0.001,0.6360326461811334,0.6389350613232592
20353,PATT0006785,0.01,0.6433253114298819,0.6427614975654677
20354,PATT0006785,0.1,0.7402599439509641,0.735940998713589
20355,PATT0006786,0.001,0.609638519605039,0.6075454320934223
20356,PATT0006786,0.01,0.6162290805604365,0.6110806965609393
20357,PATT0006786,0.1,0.6757643154010166,0.6704060128313403
20358,PATT0006787,0.001,0.6060454686842478,0.604350532948479
20359,PATT0006787,0.01,0.6130688653686595,0.6081353492506635
20360,PATT0006787,0.1,0.6757643154010166,0.6704060128313403
20361,PATT0006788,0.001,0.6058782075362812,0.6048465342194362
20362,PATT0006788,0.01,0.6126913631349323,0.6083380020988031
20363,PATT0006788,0.1,0.6738323911289995,0.668570904675165
20364,PATT0006789,0.001,0.6147822518668467,0.6125725216020176
20365,PATT0006789,0.01,0.6217908822163826,0.6164161162533278
20366,PATT0006789,0.1,0.69370006979906,0.6880748647785956
20367,PATT0006790,0.001,0.6221287484109526,0.6200412191623155
20368,PATT0006790,0.01,0.6292273701994746,0.6243322603893331
20369,PATT0006790,0.1,0.6992158186427706,0.6938343127621942
20370,PATT0006791,0.001,0.6115909327254825,0.6101997728192949
20371,PATT0006791,0.01,0.6188581221205998,0.6141935873137013
20372,PATT0006791,0.1,0.691748284679867,0.6861678303183741
20373,PATT0006792,0.001,0.6053212300519687,0.6037095311266616
20374,PATT0006792,0.01,0.6124190667511409,0.607519533573126
20375,PATT0006792,0.1,0.6757643154010166,0.6704060128313403
20376,PATT0006793,0.001,0.6044845380812027,0.6032192059927484
20377,PATT0006793,0.01,0.6113771442488332,0.6066948148237901
20378,PATT0006793,0.1,0.6738323911289995,0.668570904675165
20379,PATT0006794,0.001,0.601419056047802,0.6005963062932898
20380,PATT0006794,0.01,0.6086991622294424,0.6042729662582087
20381,PATT0006794,0.1,0.6738323911289995,0.668570904675165
20382,PATT0006795,0.001,0.6100888667648144,0.6083960997551423
20383,PATT0006795,0.01,0.6174173533039133,0.6124162293893112
20384,PATT0006795,0.1,0.6917482671046535,0.6861678105827466
20385,PATT0006796,0.001,0.6056860437827012,0.6035824987355273
20386,PATT0006796,0.01,0.6126030425239144,0.607302309122864
20387,PATT0006796,0.1,0.6757643154010166,0.6704060128313403
20388,PATT0006797,0.001,0.6051121247998031,0.6036472845000073
20389,PATT0006797,0.01,0.6117974236776917,0.6069615142736556
20390,PATT0006797,0.1,0.6738323911289995,0.668570904675165
20391,PATT0006798,0.001,0.6019717344819636,0.6008812568209807
20392,PATT0006798,0.01,0.6090417187973857,0.604453288954614
20393,PATT0006798,0.1,0.6738323911289995,0.668570904675165
20394,PATT0006799,0.001,0.6107680994902434,0.6089287078803889
20395,PATT0006799,0.01,0.6178982618620744,0.6127866665746814
20396,PATT0006799,0.1,0.6917482671046535,0.6861678105827466
20397,PATT0006800,0.001,0.6008938996565448,0.599724042052559
20398,PATT0006800,0.01,0.6080554856520075,0.6033105344244144
20399,PATT0006800,0.1,0.6738323911289995,0.668570904675165
20400,PATT0006801,0.001,0.6400027615142813,0.6410159957488173
20401,PATT0006801,0.01,0.6470152423001229,0.6451481613648468
20402,PATT0006801,0.1,0.7418554038625602,0.7368149502277039
20403,PATT0006802,0.001,0.6364160864800382,0.6386199512391174
20404,PATT0006802,0.01,0.6433710422893455,0.6421324758015962
20405,PATT0006802,0.1,0.7347706923119316,0.730130307522637
20406,PATT0006803,0.001,0.6333616934753724,0.6358378708244523
20407,PATT0006803,0.01,0.6405924173810679,0.6395564461911785
20408,PATT0006803,0.1,0.7347706923119316,0.730130307522637
20409,PATT0006804,0.001,0.6432475671128669,0.645299178045439
20410,PATT0006804,0.01,0.6507175568328182,0.6497511594510404
20411,PATT0006804,0.1,0.7557384272625044,0.7499828011857493
20412,PATT0006805,0.001,0.6324787757900484,0.635482966118523
20413,PATT0006805,0.01,0.6397953662702134,0.6393028322088369
20414,PATT0006805,0.1,0.7347706923119316,0.730130307522637
20415,PATT0006806,0.001,0.6332588841610735,0.6353350527713896
20416,PATT0006806,0.01,0.6403713620370802,0.6389163123002388
20417,PATT0006806,0.1,0.7347706923119316,0.730130307522637
20418,PATT0006807,0.001,0.6082026482042274,0.606744513077025
20419,PATT0006807,0.01,0.6153262485930603,0.6106500733361804
20420,PATT0006807,0.1,0.6810770774992115,0.6762459883384361
20421,PATT0006808,0.001,0.608999999126111,0.6084634804904537
20422,PATT0006808,0.01,0.6159639354411541,0.6120248685555393
20423,PATT0006808,0.1,0.6795867537178111,0.6748424715346342
20424,PATT0006809,0.001,0.6040231786411759,0.6036450023621664
20425,PATT0006809,0.01,0.6113094259552546,0.6073792329513941
20426,PATT0006809,0.1,0.6787919939533573,0.6740593144640237
20427,PATT0006810,0.001,0.614312705997195,0.613542738478886
20428,PATT0006810,0.01,0.6216811006313995,0.6176519593811945
20429,PATT0006810,0.1,0.6989142379680389,0.6940001590296897
20430,PATT0006811,0.001,0.6030479559663952,0.6026088023157868
20431,PATT0006811,0.01,0.6104220982262448,0.6063575181640183
20432,PATT0006811,0.1,0.6787919939533573,0.6740593144640237
20433,PATT0006812,0.001,0.6035920156691337,0.6029925605335537
20434,PATT0006812,0.01,0.6107595562235762,0.606561823097181
20435,PATT0006812,0.1,0.6787919939533573,0.6740593144640237
20436,PATT0006813,0.001,0.6351513152116807,0.6382916520600428
20437,PATT0006813,0.01,0.6425141460722712,0.6420880009038932
20438,PATT0006813,0.1,0.7402599731608756,0.735940969354274
20439,PATT0006814,0.001,0.6069462312415285,0.6032316790544595
20440,PATT0006814,0.01,0.6114659639480557,0.6060503257752923
20441,PATT0006814,0.1,0.6662876525145432,0.6608906222336759
20442,PATT0006815,0.001,0.624577114104951,0.6201586154583866
20443,PATT0006815,0.01,0.62917477014145,0.623426371855746
20444,PATT0006815,0.1,0.6915915609182204,0.6864623636546441
20445,PATT0006816,0.001,0.6110605489574414,0.6063418343978237
20446,PATT0006816,0.01,0.6161119202340481,0.6098538831731762
20447,PATT0006816,0.1,0.684350080122624,0.6786957807903802
20448,PATT0006817,0.001,0.6254078808281047,0.6214490660824113
20449,PATT0006817,0.01,0.6301270488378514,0.6247373746044662
20450,PATT0006817,0.1,0.6918092827587097,0.686711034040279
20451,PATT0006818,0.001,0.6047703088202881,0.6003636497169637
20452,PATT0006818,0.01,0.6094382204868218,0.6034712751123759
20453,PATT0006818,0.1,0.6662876525145432,0.6608906222336759
20454,PATT0006819,0.001,0.5992870993429897,0.5950315095592499
20455,PATT0006819,0.01,0.6043981495897308,0.5983682186702521
20456,PATT0006819,0.1,0.6662876525145432,0.6608906222336759
20457,PATT0006820,0.001,0.6029953829126752,0.5993303961286061
20458,PATT0006820,0.01,0.6078121917273903,0.6023219151924374
20459,PATT0006820,0.1,0.6659499437584646,0.6605803822773655
20460,PATT0006821,0.001,0.6090451536742209,0.6037430330151388
20461,PATT0006821,0.01,0.6142025800478946,0.6074531801271084
20462,PATT0006821,0.1,0.684350080122624,0.6786957807903802
20463,PATT0006822,0.001,0.6208457626915587,0.6159224700853525
20464,PATT0006822,0.01,0.6256390329463228,0.6194007757603001
20465,PATT0006822,0.1,0.6915915609182204,0.6864623636546441
20466,PATT0006823,0.001,0.6074130150151819,0.6025607202827131
20467,PATT0006823,0.01,0.6126341604169672,0.6061843336327645
20468,PATT0006823,0.1,0.6840503823720018,0.678410624445964
20469,PATT0006824,0.001,0.6053153046059941,0.6009803346229763
20470,PATT0006824,0.01,0.6097792934768943,0.6036885870470657
20471,PATT0006824,0.1,0.6662876525145432,0.6608906222336759
20472,PATT0006825,0.001,0.5997239969960315,0.5955181726759691
20473,PATT0006825,0.01,0.6046554262680227,0.5984672539470908
20474,PATT0006825,0.1,0.6662876525145432,0.6608906222336759
20475,PATT0006826,0.001,0.6034396715166253,0.6000545875427851
20476,PATT0006826,0.01,0.6080869967818829,0.6025000794679615
20477,PATT0006826,0.1,0.6659499437584646,0.6605803822773655
20478,PATT0006827,0.001,0.6096544510977828,0.6046649646898297
20479,PATT0006827,0.01,0.6146200390410781,0.607880285332254
20480,PATT0006827,0.1,0.684350080122624,0.6786957807903802
20481,PATT0006828,0.001,0.6214601080313957,0.6170898895977887
20482,PATT0006828,0.01,0.6260933678557274,0.6198761470775612
20483,PATT0006828,0.1,0.6915915609182204,0.6864623636546441
20484,PATT0006829,0.001,0.6079400331077705,0.6035347502416317
20485,PATT0006829,0.01,0.6129723143102528,0.6065613026834478
20486,PATT0006829,0.1,0.6840503823720018,0.678410624445964
20487,PATT0006830,0.001,0.598381878632665,0.5938274754092602
20488,PATT0006830,0.01,0.6034520462096731,0.5969615148283237
20489,PATT0006830,0.1,0.6662876525145432,0.6608906222336759
20490,PATT0006831,0.001,0.6013612396465403,0.5972998929261536
20491,PATT0006831,0.01,0.6060776766183067,0.6000317507439299
20492,PATT0006831,0.1,0.6659499437584646,0.6605803822773655
20493,PATT0006832,0.001,0.5961122226676027,0.5922191026695537
20494,PATT0006832,0.01,0.6012661855706165,0.5952588175864977
20495,PATT0006832,0.1,0.6659499437584646,0.6605803822773655
20496,PATT0006833,0.001,0.6059821530378495,0.6009137943566392
20497,PATT0006833,0.01,0.6110830612537731,0.6041704225487464
20498,PATT0006833,0.1,0.6840503823720018,0.678410624445964
20499,PATT0006834,0.001,0.6362047581940832,0.6322272756032598
20500,PATT0006834,0.01,0.6413702754956702,0.6356444073580186
20501,PATT0006834,0.1,0.718582860573678,0.7126612471657431
20502,PATT0006835,0.001,0.6304914914238062,0.6266881798135622
20503,PATT0006835,0.01,0.6360410413010065,0.6301561915914061
20504,PATT0006835,0.1,0.718582860573678,0.7126612471657431
20505,PATT0006836,0.001,0.6320550504526511,0.6286384226575905
20506,PATT0006836,0.01,0.63724763852861,0.6317475053413963
20507,PATT0006836,0.1,0.7158659182555326,0.710253438509907
20508,PATT0006837,0.001,0.6423622473591544,0.6376550368293966
20509,PATT0006837,0.01,0.6479929413286859,0.641665748094614
20510,PATT0006837,0.1,0.7376446276630378,0.7307133595400421
20511,PATT0006838,0.001,0.6510318548996706,0.6465343706087867
20512,PATT0006838,0.01,0.6563703621118124,0.6500574502325214
20513,PATT0006838,0.1,0.7430364409166637,0.7367076017222229
20514,PATT0006839,0.001,0.6381243861960995,0.6341279988105201
20515,PATT0006839,0.01,0.6436964160096629,0.6377614491135434
20516,PATT0006839,0.1,0.7352338086707998,0.7285209120787673
20517,PATT0006840,0.001,0.6293413056703162,0.6258554178493185
20518,PATT0006840,0.01,0.6350231205849722,0.6294519600091858
20519,PATT0006840,0.1,0.718582860573678,0.7126612471657431
20520,PATT0006841,0.001,0.6300873425078319,0.626711622992391
20521,PATT0006841,0.01,0.6354103712532001,0.6299579667392554
20522,PATT0006841,0.1,0.7158659182555326,0.710253438509907
20523,PATT0006842,0.001,0.6246754061580747,0.621921240721435
20524,PATT0006842,0.01,0.6304453161385325,0.6252350802356306
20525,PATT0006842,0.1,0.7158659182555326,0.710253438509907
20526,PATT0006843,0.001,0.6361585445485978,0.6320411007604643
20527,PATT0006843,0.01,0.6418498817758232,0.6357772010746889
20528,PATT0006843,0.1,0.7352338086707998,0.7285209120787673
20529,PATT0006844,0.001,0.6301102912104651,0.626216129876213
20530,PATT0006844,0.01,0.6357172541757378,0.6295724208718122
20531,PATT0006844,0.1,0.718582860573678,0.7126612471657431
20532,PATT0006845,0.001,0.6309194216402255,0.6275938372911712
20533,PATT0006845,0.01,0.6360399073528625,0.6304602550511912
20534,PATT0006845,0.1,0.7158659182555326,0.710253438509907
20535,PATT0006846,0.001,0.625524125153143,0.6225926662245322
20536,PATT0006846,0.01,0.6311572730945622,0.625619359969909
20537,PATT0006846,0.1,0.7158659182555326,0.710253438509907
20538,PATT0006847,0.001,0.6371536709414284,0.6331472707205251
20539,PATT0006847,0.01,0.6426690087931366,0.6365385945297237
20540,PATT0006847,0.1,0.7352338086707998,0.7285209120787673
20541,PATT0006848,0.001,0.6241546413683626,0.6214114075306993
20542,PATT0006848,0.01,0.6299928084118331,0.6245768670818739
20543,PATT0006848,0.1,0.7158659182555326,0.710253438509907
20544,PATT0006849,0.001,0.6129864424489252,0.6101595156946138
20545,PATT0006849,0.01,0.6178010319241385,0.6133111961246004
20546,PATT0006849,0.1,0.6730535940889877,0.6682758154766167
20547,PATT0006850,0.001,0.6032554448228092,0.5999959244476911
20548,PATT0006850,0.01,0.6084426414460387,0.6033549765915054
20549,PATT0006850,0.1,0.671925116385279,0.6671295619002074
20550,PATT0006851,0.001,0.6108338823298949,0.6092138163274103
20551,PATT0006851,0.01,0.6157823079249796,0.61197051581903
20552,PATT0006851,0.1,0.6725597361631441,0.6678208204616458
20553,PATT0006852,0.001,0.6149844954620288,0.6114008688700486
20554,PATT0006852,0.01,0.6202138415089967,0.6150454759915838
20555,PATT0006852,0.1,0.6944340078822662,0.6899853788415764
20556,PATT0006853,0.001,0.634834595910849,0.6332753506179711
20557,PATT0006853,0.01,0.6398881988552072,0.6364397648925175
20558,PATT0006853,0.1,0.7078847431190132,0.7042062647538768
20559,PATT0006854,0.001,0.6130944278171859,0.6102229638599528
20560,PATT0006854,0.01,0.6184119786416519,0.613696686107247
20561,PATT0006854,0.1,0.6938231041343502,0.689398029954986
20562,PATT0006855,0.001,0.6018855358494689,0.598278877676361
20563,PATT0006855,0.01,0.6072299566773773,0.6018706849598218
20564,PATT0006855,0.1,0.671925116385279,0.6671295619002074
20565,PATT0006856,0.001,0.6083630846461012,0.6058403107406134
20566,PATT0006856,0.01,0.613364283891865,0.6089096666966688
20567,PATT0006856,0.1,0.6725597361631441,0.6678208204616458
20568,PATT0006857,0.001,0.5993134944133391,0.5965077938233656
20569,PATT0006857,0.01,0.6047159514824587,0.59985835946911
20570,PATT0006857,0.1,0.6714389749934938,0.6666813647216484
20571,PATT0006858,0.001,0.6109409149226221,0.607373985606491
20572,PATT0006858,0.01,0.6163288760166816,0.6110399518057198
20573,PATT0006858,0.1,0.6938230803134706,0.6893980066003806
20574,PATT0006859,0.001,0.6023446738169765,0.5988609076912446
20575,PATT0006859,0.01,0.6074985569218836,0.6020048806175025
20576,PATT0006859,0.1,0.671925116385279,0.6671295619002074
20577,PATT0006860,0.001,0.6088032806419997,0.6066563609164279
20578,PATT0006860,0.01,0.6136381848616164,0.6091954418026327
20579,PATT0006860,0.1,0.6725597361631441,0.6678208204616458
20580,PATT0006861,0.001,0.5997426977872024,0.5972197028768167
20581,PATT0006861,0.01,0.6049608821336414,0.6000369683502023
20582,PATT0006861,0.1,0.6714389749934938,0.6666813647216484
20583,PATT0006862,0.001,0.6114373951203919,0.6084029286443937
20584,PATT0006862,0.01,0.6166374641838368,0.6114294036938709
20585,PATT0006862,0.1,0.6938230803134706,0.6893980066003806
20586,PATT0006863,0.001,0.5983345406814539,0.5953896470740814
20587,PATT0006863,0.01,0.603687753803659,0.5984897199457723
20588,PATT0006863,0.1,0.6714389749934938,0.6666813647216484
20589,PATT0006864,0.001,0.63355489479723,0.6305619356144893
20590,PATT0006864,0.01,0.6392884915288942,0.6341354531226114
20591,PATT0006864,0.1,0.7257106059700453,0.720106086258939
20592,PATT0006865,0.001,0.6379719770507498,0.6360162715115925
20593,PATT0006865,0.01,0.6433674180715659,0.6390956882551567
20594,PATT0006865,0.1,0.7237900081182449,0.718566284428059
20595,PATT0006866,0.001,0.6285256909524646,0.6267125775182394
20596,PATT0006866,0.01,0.6343359689488263,0.629924503082125
20597,PATT0006866,0.1,0.7227308421600445,0.7174730393851221
20598,PATT0006867,0.001,0.641430059577276,0.6390077896172318
20599,PATT0006867,0.01,0.6471324394212067,0.6426403974933602
20600,PATT0006867,0.1,0.7443733277833815,0.7383317871664702
20601,PATT0006868,0.001,0.6271872169902161,0.6255163154003808
20602,PATT0006868,0.01,0.633189511969186,0.6289100113893753
